,nasid,position,ts,mac,controllerid,pwr,count
0,4589,center,2018-02-13 12:52:38,74:23:44:33:2f:b7,[2],[-67],1
1,4589,center,2018-02-13 12:52:39,74:23:44:33:2f:b7,[3],[-78],1
2,4589,center,2018-02-13 12:52:43,74:23:44:33:2f:b7,[1],[-53],1
