,nasid,position,ts,mac,controllerid,pwr,count
2903,4589,center,2018-02-13 12:46:18,c0:ee:fb:72:0c:27,[2],[-65.57142857142857],1
2904,4589,center,2018-02-13 12:46:20,c0:ee:fb:72:0c:27,"[1, 3]","[-58.81818181818182, -79.83333333333333]",2
2905,4589,center,2018-02-13 12:46:23,c0:ee:fb:72:0c:27,"[2, 4]","[-67.55, -73.41666666666667]",2
2906,4589,center,2018-02-13 12:46:25,c0:ee:fb:72:0c:27,[3],[-79.8],1
2907,4589,center,2018-02-13 12:46:26,c0:ee:fb:72:0c:27,"[1, 4]","[-45.72222222222222, -73.6]",2
2908,4589,center,2018-02-13 12:46:27,c0:ee:fb:72:0c:27,[2],[-66.2],1
2909,4589,center,2018-02-13 12:46:29,c0:ee:fb:72:0c:27,"[1, 3, 4]","[-47.44444444444444, -79.0, -73.66666666666667]",3
2910,4589,center,2018-02-13 12:46:30,c0:ee:fb:72:0c:27,[2],[-67.75],1
2911,4589,center,2018-02-13 12:46:31,c0:ee:fb:72:0c:27,"[1, 3]","[-44.833333333333336, -81.25]",2
2912,4589,center,2018-02-13 12:46:34,c0:ee:fb:72:0c:27,"[2, 4]","[-68.5, -71.4]",2
2913,4589,center,2018-02-13 12:46:35,c0:ee:fb:72:0c:27,[1],[-49.5],1
2914,4589,center,2018-02-13 12:46:37,c0:ee:fb:72:0c:27,"[3, 4]","[-80.5, -70.75]",2
2915,4589,center,2018-02-13 12:46:38,c0:ee:fb:72:0c:27,"[1, 2]","[-48.333333333333336, -67.83333333333333]",2
2916,4589,center,2018-02-13 12:46:39,c0:ee:fb:72:0c:27,[3],[-80.0],1
2917,4589,center,2018-02-13 12:46:41,c0:ee:fb:72:0c:27,"[1, 4]","[-62.0, -72.0]",2
2918,4589,center,2018-02-13 12:46:44,c0:ee:fb:72:0c:27,"[1, 2, 3, 4]","[-42.0, -67.8, -81.5, -71.45454545454545]",4
2919,4589,center,2018-02-13 12:46:46,c0:ee:fb:72:0c:27,[3],[-79.42857142857143],1
2920,4589,center,2018-02-13 12:46:47,c0:ee:fb:72:0c:27,"[2, 4]","[-65.66666666666667, -73.2]",2
2921,4589,center,2018-02-13 12:46:48,c0:ee:fb:72:0c:27,[1],[-41.75],1
2922,4589,center,2018-02-13 12:46:51,c0:ee:fb:72:0c:27,[3],[-79.2],1
2923,4589,center,2018-02-13 12:46:52,c0:ee:fb:72:0c:27,[4],[-70.66666666666667],1
2924,4589,center,2018-02-13 12:46:54,c0:ee:fb:72:0c:27,"[1, 2]","[-42.69230769230769, -66.23529411764706]",2
2925,4589,center,2018-02-13 12:46:56,c0:ee:fb:72:0c:27,[1],[-44.35],1
2926,4589,center,2018-02-13 12:46:57,c0:ee:fb:72:0c:27,[3],[-79.0],1
2927,4589,center,2018-02-13 12:46:58,c0:ee:fb:72:0c:27,[4],[-71.55555555555556],1
2928,4589,center,2018-02-13 12:46:59,c0:ee:fb:72:0c:27,[2],[-68.23076923076923],1
2929,4589,center,2018-02-13 12:47:01,c0:ee:fb:72:0c:27,"[1, 3, 4]","[-41.57142857142857, -80.2, -71.85714285714286]",3
2930,4589,center,2018-02-13 12:47:03,c0:ee:fb:72:0c:27,[2],[-67.54545454545455],1
2931,4589,center,2018-02-13 12:47:06,c0:ee:fb:72:0c:27,"[3, 4]","[-79.27272727272727, -73.0]",2
2932,4589,center,2018-02-13 12:47:07,c0:ee:fb:72:0c:27,[1],[-50.46666666666667],1
2933,4589,center,2018-02-13 12:47:08,c0:ee:fb:72:0c:27,[2],[-65.5625],1
2934,4589,center,2018-02-13 12:47:11,c0:ee:fb:72:0c:27,[4],[-73.66666666666667],1
2935,4589,center,2018-02-13 12:47:12,c0:ee:fb:72:0c:27,"[1, 3]","[-48.64705882352941, -79.77777777777777]",2
2936,4589,center,2018-02-13 12:47:14,c0:ee:fb:72:0c:27,[2],[-67.5],1
2937,4589,center,2018-02-13 12:47:16,c0:ee:fb:72:0c:27,"[3, 4]","[-79.0, -75.16666666666667]",2
2938,4589,center,2018-02-13 12:47:17,c0:ee:fb:72:0c:27,[1],[-48.75],1
2939,4589,center,2018-02-13 12:47:19,c0:ee:fb:72:0c:27,"[2, 3, 4]","[-68.9, -79.5, -74.375]",3
2940,4589,center,2018-02-13 12:47:20,c0:ee:fb:72:0c:27,[1],[-48.75],1
2941,4589,center,2018-02-13 12:47:24,c0:ee:fb:72:0c:27,"[1, 3, 4]","[-49.57142857142857, -79.875, -71.625]",3
2942,4589,center,2018-02-13 12:47:25,c0:ee:fb:72:0c:27,[2],[-69.6],1
2943,4589,center,2018-02-13 12:47:28,c0:ee:fb:72:0c:27,[3],[-79.25],1
2944,4589,center,2018-02-13 12:47:29,c0:ee:fb:72:0c:27,"[1, 4]","[-45.23809523809524, -73.05555555555556]",2
